4921277	2931462	1989815	1.473233	2
5453317	4634636	818681	5.661101	3
3315455	3315455	0	inf	2
3676757	3676757	0	inf	2
9746142	8184085	1562057	5.239300	3
10203141	9176352	1026789	8.936940	4
10564960	10077526	487434	20.674647	5
11396811	6917701	4479110	1.544437	1
11684509	7916140	3768369	2.100681	2
11963672	8729016	3234656	2.698592	3
12242644	9998302	2244342	4.454892	4
12516392	10705685	1810707	5.912434	5
12787151	11306364	1480787	7.635375	6
13059125	11907380	1151745	10.338556	7
13317877	12493680	824197	15.158609	8
13586585	13202241	384344	34.350064	9
20691717	3484645	17207072	0.202512	1
20904404	4328837	16575567	0.261158	2
21171781	5019375	16152406	0.310751	3
21454268	5810969	15643299	0.371467	4
21732995	6470433	15262562	0.423941	5
22014017	7222600	14791417	0.488297	6
22292942	7901165	14391777	0.549006	7
23316805	9380162	13936643	0.673057	8
23957997	10417101	13540896	0.769307	9
24388540	11634554	12753986	0.912229	10
24686173	12481308	12204865	1.022650	11
24951919	13166471	11785448	1.117180	12
25154922	13772413	11382509	1.209963	13
25485225	14563342	10921883	1.333409	14
26061253	15482276	10578977	1.463495	15
26663941	19629372	7034569	2.790416	16
27305495	23457827	3847668	6.096635	17
27757613	24397227	3360386	7.260245	18
28272569	25445802	2826767	9.001733	19
28545774	26044993	2500781	10.414744	20
28745274	26555881	2189393	12.129335	21
29006891	27127646	1879245	14.435396	22
29277555	27711564	1565991	17.695864	23
29549598	28300152	1249446	22.650160	24
29831517	28894196	937321	30.826362	25
30108956	29504666	604290	48.825342	26
30383845	30088544	295301	101.891101	27
29774483	11759625	18014858	0.652774	1
29977489	12657229	17320260	0.730776	2
30273631	13284792	16988839	0.781972	3
30572863	14052702	16520161	0.850640	4
30870513	14664645	16205868	0.904897	5
31163694	15282439	15881255	0.962294	6
31435373	15860897	15574476	1.018390	7
31694510	16425813	15268697	1.075784	8
31890470	16928518	14961952	1.131438	9
32172005	17515893	14656112	1.195125	10
32538692	18188207	14350485	1.267428	11
32849016	18805224	14043792	1.339042	12
33053100	19316723	13736377	1.406246	13
33349034	19933842	13415192	1.485916	14
33653829	20544679	13109150	1.567201	15
33923597	21119466	12804131	1.649426	16
34192377	21703983	12488394	1.737932	17
34455745	22271856	12183889	1.827976	18
34717573	22848841	11868732	1.925129	19
34986513	23424927	11561586	2.026100	20
35254763	23998337	11256426	2.131968	21
35512966	24560303	10952663	2.242405	22
35780048	25132972	10647076	2.360552	23
35981273	25638546	10342727	2.478896	24
36245305	26218597	10026708	2.614876	25
36513404	26790873	9722531	2.755545	26
36782154	27363419	9418735	2.905212	27
37048607	27933089	9115518	3.064345	28
37317023	28504593	8812430	3.234589	29
37589507	29079358	8510149	3.417021	30
37835466	29627354	8208112	3.609521	31
38101516	30205245	7896271	3.825254	32
38363808	30769467	7594341	4.051631	33
38566454	31273582	7292872	4.288240	34
38832714	31842220	6990494	4.555074	35
39101613	32413804	6687809	4.846700	36
39370215	32984747	6385468	5.165596	37
39599083	33517360	6081723	5.511162	38
39867561	34093561	5774000	5.904669	39
40134000	34662586	5471414	6.335215	40
40391782	35222356	5169426	6.813591	41
40595762	35729825	4865937	7.342846	42
40860071	36298625	4561446	7.957701	43
41126781	36868115	4258666	8.657198	44
41394343	37447558	3946785	9.488117	45
41668086	38026396	3641690	10.441964	46
41933203	38593994	3339209	11.557825	47
42200029	39163706	3036323	12.898399	48
42462785	39729163	2733622	14.533525	49
42724618	40294433	2430185	16.580809	50
43289378	41163720	2125658	19.365166	51
43498190	41677201	1820989	22.887124	52
43980842	42462061	1518781	27.957988	53
44595024	43380975	1214049	35.732475	54
45001011	44090665	910346	48.432865	55
45470461	44865367	605094	74.146111	56
45759688	45457639	302049	150.497565	57
7723051	5000265	2722786	1.836452	3
8355407	7262134	1093273	6.642562	4
5878393	5878393	0	inf	3
6454950	6454950	0	inf	3
7060289	7060289	0	inf	3
11038160	8562507	2475653	3.458686	4
11681559	10141473	1540086	6.585004	5
12327991	11576856	751135	15.412484	6
12842797	2904087	9938710	0.292200	1
