17336676	6755160	10581516	0.638392	0.457210	3088530
19090507	14313396	4777111	2.996245	0.593902	8500750
19681497	15718414	3963083	3.966209	0.654516	10287961
19948036	16420353	3527683	4.654713	0.646686	10618806
20213437	17047735	3165702	5.385136	0.639762	10906493
20479421	17637834	2841587	6.207036	0.631073	11130767
20745848	18225776	2520072	7.232244	0.622299	11341889
21005640	18806928	2198712	8.553611	0.614588	11558513
21547179	13393929	8153250	1.642772	0.879548	11780608
21814696	12459704	9354992	1.331878	0.962709	11995065
9524632	1047166	8477466	0.123523	0.006681	6996
9842911	2522668	7320243	0.344615	0.442778	1116983
10104562	3537940	6566622	0.538776	0.444512	1572658
8448332	1534597	6913735	0.221964	0.738127	1132727
8740716	2643220	6097496	0.433493	0.634520	1677177
9893312	4574582	5318730	0.860089	0.480325	2197286
7671382	1497989	6173393	0.242652	0.604248	905157
7927127	2554294	5372833	0.475409	0.565609	1444732
6234076	1220316	5013760	0.243393	0.676544	825598
6531232	2163729	4367503	0.495416	0.634090	1371999
6645386	484884	6160502	0.078709	0.008678	4208
6932501	1598339	5334162	0.299642	0.461344	737384
6373957	792174	5581783	0.141921	0.592175	469106
6929588	2130985	4798603	0.444084	0.466775	994691
5791927	1033317	4758610	0.217147	0.538093	556021
6039415	2073762	3965653	0.522931	0.523489	1085591
4969601	1242638	3726963	0.333418	0.581855	723035
5332412	2105474	3226938	0.652468	0.570383	1200927
4221309	1187117	3034192	0.391246	0.263732	313081
4462504	1759542	2702962	0.650968	0.304612	535978
11038097	499207	10538890	0.047368	0.009343	4664
11323121	1653434	9669687	0.170991	0.450121	744245
11555968	2573278	8982690	0.286471	0.457988	1178530
10322570	1128643	9193927	0.122760	0.703745	794277
9378314	852665	8525649	0.100012	0.369686	315218
9612793	4396056	5216737	0.842683	0.191953	843837
7669178	3733170	3936008	0.948466	0.891739	3329015
7901451	4680160	3221291	1.452883	0.840820	3935173
8144639	5599664	2544975	2.200283	0.823619	4611990
8379049	6193569	2185480	2.833963	0.790011	4892990
12150037	3582965	8567072	0.418225	0.001378	4936
12425491	5351300	7074191	0.756454	0.135606	725670
12652096	6818083	5834013	1.168678	0.172139	1173661
