371124318	371124318	0	inf	0.004448	1650887
412462080	412462080	0	inf	0.940032	387727724
436588425	436588425	0	inf	0.948954	414302192
459768913	459768913	0	inf	0.951646	437537303
23535235	20208591	3326644	6.074768	0.000141	2855
24201967	21573117	2628850	8.206294	0.049096	1059160
24814855	22845076	1969779	11.597786	0.075208	1718143
28505637	28505637	0	inf	0.742224	21157577
47727626	47727626	0	inf	0.613727	29291723
66824914	66824914	0	inf	0.729045	48718402
86447838	86447838	0	inf	0.781773	67582546
105448345	105448345	0	inf	0.827075	87213712
124346884	124346884	0	inf	0.854063	106200104
143313998	143313998	0	inf	0.872834	125089371
19417933	19417933	0	inf	0.021082	409375
42010636	42010636	0	inf	0.582534	24472606
61572329	61572329	0	inf	0.694439	42758202
79955880	79955880	0	inf	0.779355	62314033
110593532	50891447	59702085	0.852423	0.396925	20200090
111253489	52232454	59021035	0.884980	0.404906	21149256
111623895	53255785	58368110	0.912412	0.409366	21801104
111994086	54866950	57127136	0.960436	0.409228	22453094
112646818	56296657	56350161	0.999051	0.421190	23711606
39460826	39460826	0	inf	0.826579	32617505
17931954	17931954	0	inf	0.015640	280464
37041540	37041540	0	inf	0.518834	19218417
55863290	55863290	0	inf	0.679735	37972245
74659545	74659545	0	inf	0.762341	56916056
93953795	93953795	0	inf	0.802477	75395761
30726154	30726154	0	inf	0.143971	4423663
38254140	38254140	0	inf	0.822389	31459792
48058254	48058254	0	inf	0.816674	39247910
56544895	56544895	0	inf	0.863225	48810949
64071298	64071298	0	inf	0.894011	57280440
90148173	26459016	63689157	0.415440	0.011407	301812
90972874	29159140	61813734	0.471726	0.043174	1258915
91371016	30226678	61144338	0.494350	0.103693	3134289
91726421	31228384	60498037	0.516188	0.120998	3778574
34980186	34980186	0	inf	0.814915	28505879
41733629	34351060	7382569	4.652995	0.801696	27539124
18078421	18078421	0	inf	0.000317	5736
20545308	20545308	0	inf	0.000061	1253
38851885	38851885	0	inf	0.548396	21306235
59614729	59614729	0	inf	0.672674	40101270
77945959	77945959	0	inf	0.774474	60367098
97839098	97839098	0	inf	0.804123	78674715
117302173	117302173	0	inf	0.840388	98579332
138583905	138583905	0	inf	0.851721	118034876
156893092	156893092	0	inf	0.888001	139321200
176915832	176915832	0	inf	0.891030	157637296
7856287	7856287	0	inf	0.000630	4950
7842747	7842747	0	inf	0.000183	1435
16324608	16324608	0	inf	0.571989	9337490
23789338	23789338	0	inf	0.716935	17055420
31564241	31564241	0	inf	0.786140	24813906
41086672	41086672	0	inf	0.786420	32311388
48606629	48606629	0	inf	0.860220	41812377
56083781	56083781	0	inf	0.879571	49329670
63615191	63615191	0	inf	0.893097	56814528
72093403	72093403	0	inf	0.901368	64982660
233945042	233849560	95482	2449.148112	0.617229	144338681
234811509	234790326	21183	11083.903413	0.615426	144495980
363236801	361329247	1907554	189.420193	0.351967	127175836
363886683	362050068	1836615	197.128994	0.346193	125339376
364255841	362490225	1765616	205.305245	0.350704	127126628
364623149	362921586	1701563	213.287187	0.345407	125355537
365508556	363869631	1638925	222.017256	0.348886	126949130
366757020	365180871	1576149	231.691846	0.344106	125661083
367114429	365609365	1505064	242.919481	0.348592	127448636
367466057	366026137	1439920	254.198940	0.344019	125920027
38323925	38323925	0	inf	0.533462	20444358
56507586	56507586	0	inf	0.690815	39036268
257145860	253197085	3948775	64.120413	0.226074	57241397
257783805	254501807	3281998	77.544778	0.228512	58156771
258157222	255515917	2641305	96.738513	0.230102	58794748
258510918	256497607	2013311	127.400887	0.231720	59435668
258871704	257483671	1388033	185.502557	0.233271	60063354
259233482	258476366	757116	341.395990	0.234820	60695485
259588075	259472032	116043	2235.999000	0.236325	61319671
215688530	215688530	0	inf	0.919704	198369651
7184529	7184529	0	inf	0.083955	603179
14532074	14532074	0	inf	0.542998	7890882
60547592	56619095	3928497	14.412406	0.269175	15240431
61178139	57903413	3274726	17.681911	0.278926	16150757
61534542	58889583	2644959	22.264838	0.284904	16777869
61893713	59895356	1998357	29.972300	0.290689	17410927
62262295	60895230	1367065	44.544502	0.296469	18053522
62621902	61879756	742146	83.379491	0.301979	18686372
